,Unnamed: 0_x,UID,UIN_x,Name_x,Unnamed: 0_y,UIN_y,Name_y,HW,Quiz,E1,E2,E3,E4,Total,Letter grade
152,152,vqhgeaqc@school.edu,1499001491,Ifyzvi Ryyjd,552,1499001491,Ifyzvi Ryyjd,80.25,76.2,66.0,80.0,98.0,83.0,80.8825,A
153,153,aazdaiadgbwkv@school.edu,2771705350,Wykjuhpwvt Amggj,553,2771705350,Wykjuhpwvt Amggj,77.375,77.0,90.0,89.0,92.0,86.0,84.89375,A
154,154,hijllc@school.edu,5169314738,Ypthxh Vvegtde,554,5169314738,Ypthxh Vvegtde,82.875,73.8,68.0,64.0,93.0,69.0,75.64875,B
155,155,sgmlidmestpf@school.edu,3638609631,Agjzijmt Hvovukffp,555,3638609631,Agjzijmt Hvovukffp,84.5,85.4,72.0,99.0,66.0,53.0,75.815,B
156,156,ybpbjbxfqmmke@school.edu,8907385110,Ezprg Eerhnev,556,8907385110,Ezprg Eerhnev,79.25,75.8,54.0,75.0,70.0,56.0,68.4425,D+
157,157,picbeuaymphm@school.edu,3208182792,Axjhsszfvj Sucuzcrb,557,3208182792,Axjhsszfvj Sucuzcrb,79.75,78.0,50.0,69.0,75.0,98.0,76.4375,B+
158,158,lldxr@school.edu,1529217396,Ogqqk Laufhb,558,1529217396,Ogqqk Laufhb,77.0,91.0,86.0,90.0,57.0,62.0,75.7,B
159,159,cdbaqgmvg@school.edu,9391794680,Hcmcfbn Bgahbocgw,559,9391794680,Hcmcfbn Bgahbocgw,84.125,85.0,82.0,57.0,90.0,79.0,79.68125,A
160,160,depco@school.edu,9748389792,Qstrahq Pvizyhijwp,560,9748389792,Qstrahq Pvizyhijwp,78.625,79.2,83.0,58.0,78.0,70.0,74.42625,B
161,161,qtypijdqoyj@school.edu,3428782584,Middh Dxnealvzb,561,3428782584,Middh Dxnealvzb,78.875,78.6,67.0,68.0,75.0,84.0,75.87875,B
162,162,earajpvknnbi@school.edu,7945544059,Edvhnwd Ncgkuz,562,7945544059,Edvhnwd Ncgkuz,82.5,77.8,75.0,62.0,78.0,56.0,71.855,C+
163,163,nofhkqvvb@school.edu,2585537268,Vpmkcpfplh Vsmmxp,563,2585537268,Vpmkcpfplh Vsmmxp,85.125,71.0,81.0,66.0,56.0,62.0,71.23125,C+
164,164,jzqnprit@school.edu,7911881459,Xrvrwbtkq Omvodlbpi,564,7911881459,Xrvrwbtkq Omvodlbpi,78.25,80.2,77.0,62.0,63.0,79.0,73.6825,B-
165,165,cewnb@school.edu,2338115131,Atcesv Zcvmxenj,565,2338115131,Atcesv Zcvmxenj,74.125,76.4,69.0,91.0,77.0,76.0,76.92125,B+
166,166,ughlkilponqa@school.edu,2414482712,Eyfdddj Lvdka,566,2414482712,Eyfdddj Lvdka,75.25,74.2,62.0,73.0,51.0,93.0,72.7325,C+
167,167,lyyjan@school.edu,6186866552,Qhxbby Azianfj,567,6186866552,Qhxbby Azianfj,75.125,73.6,72.0,100.0,68.0,86.0,79.34125,A
168,168,evrqlwt@school.edu,2628869750,Xyqgeg Sibzziwouh,568,2628869750,Xyqgeg Sibzziwouh,89.75,77.2,59.0,64.0,76.0,50.0,70.0075,C
169,169,uyvky@school.edu,6196229297,Luaadodq Ehrchdjn,569,6196229297,Luaadodq Ehrchdjn,73.875,73.4,65.0,72.0,61.0,88.0,73.10875,B-
170,170,ltzljrf@school.edu,9407504368,Mxnscici Zzrntjp,570,9407504368,Mxnscici Zzrntjp,83.0,81.2,100.0,72.0,63.0,86.0,81.32,A
171,171,zsvafybhyptd@school.edu,3338681258,Ihgrtqc Fzdmwt,571,3338681258,Ihgrtqc Fzdmwt,80.25,85.2,69.0,92.0,76.0,59.0,75.9325,B
172,172,bjgtnydcrf@school.edu,8965129284,Bmmfhfoko Ityqpnqeml,572,8965129284,Bmmfhfoko Ityqpnqeml,66.375,79.2,57.0,88.0,64.0,98.0,75.46375,B
173,173,tbevdotx@school.edu,2460705364,Czbii Cgvos,573,2460705364,Czbii Cgvos,77.125,70.8,76.0,59.0,59.0,52.0,65.86125,D+
174,174,upxawkpz@school.edu,1650907367,Nodypi Frltwtj,574,1650907367,Nodypi Frltwtj,80.125,80.2,62.0,51.0,51.0,53.0,63.25125,D+
175,175,wostjvi@school.edu,3068798143,Wubyv Ivmmevzfx,575,3068798143,Wubyv Ivmmevzfx,78.5,62.4,84.0,72.0,77.0,58.0,72.415,C+
176,176,crpbpgwqd@school.edu,4697590067,Ttmauxky Ghjjunc,576,4697590067,Ttmauxky Ghjjunc,91.25,87.0,96.0,51.0,50.0,69.0,74.8625,B
177,177,ipzmgpjcvktmv@school.edu,9403869445,Jxmmgoyn Twimbah,577,9403869445,Jxmmgoyn Twimbah,86.375,82.4,56.0,56.0,91.0,50.0,70.28375,C
178,178,oofdcoxkflan@school.edu,1827917811,Rozectiabb Klprvatnq,578,1827917811,Rozectiabb Klprvatnq,80.25,80.4,82.0,50.0,76.0,76.0,74.5025,B
179,179,jdlupr@school.edu,9679284199,Mrhfqik Jqzipqitod,579,9679284199,Mrhfqik Jqzipqitod,90.375,82.2,71.0,84.0,91.0,50.0,77.71375,A-
180,180,egraerkbgueeb@school.edu,1034054271,Jzllh Xiqahuj,580,1034054271,Jzllh Xiqahuj,83.375,77.0,72.0,52.0,98.0,68.0,75.44375,B
181,181,fbtjrksqbsri@school.edu,1293366666,Mujxljwgn Pthfxb,581,1293366666,Mujxljwgn Pthfxb,74.75,76.2,79.0,85.0,84.0,94.0,82.3075,A
182,182,pdohanmv@school.edu,1559162932,Apufejrpku Xrwvunver,582,1559162932,Apufejrpku Xrwvunver,76.75,73.4,92.0,86.0,58.0,69.0,75.7275,B
183,183,bmhyci@school.edu,4501569907,Opmbgke Yjrlsch,583,4501569907,Opmbgke Yjrlsch,74.75,83.8,68.0,83.0,76.0,100.0,81.1175,A
184,184,mvvkwi@school.edu,3205162715,Mimfmuus Icabyx,584,3205162715,Mimfmuus Icabyx,78.375,68.0,79.0,85.0,68.0,57.0,72.59375,C+
185,185,gnuojvwcuuy@school.edu,2866138077,Crrmnlke Obxggrjr,585,2866138077,Crrmnlke Obxggrjr,73.0,81.0,68.0,97.0,64.0,50.0,70.7,C
186,186,jvlpkmr@school.edu,9678563580,Iczbwfanzv Ubdyae,586,9678563580,Iczbwfanzv Ubdyae,76.0,74.4,72.0,73.0,72.0,86.0,76.19,B+
187,187,zabokaroyxjgo@school.edu,5043100107,Pwvhpwzr Fvjqnebe,587,5043100107,Pwvhpwzr Fvjqnebe,76.125,91.6,95.0,82.0,70.0,95.0,84.24125,A
188,188,xhevfqcpyq@school.edu,1551730468,Muiesrc Mldqetgn,588,1551730468,Muiesrc Mldqetgn,79.125,77.8,65.0,83.0,98.0,75.0,79.46125,A
189,189,kexwlujw@school.edu,3791696181,Aycizwm Atgcbls,589,3791696181,Aycizwm Atgcbls,81.875,81.6,55.0,94.0,91.0,76.0,79.82875,A
190,190,ahiewbvzefxx@school.edu,7054128013,Zkaelfykiv Lmbeso,590,7054128013,Zkaelfykiv Lmbeso,85.0,85.0,52.0,75.0,95.0,87.0,80.45,A
191,191,bacgd@school.edu,7065479816,Lcvlntg Ppappw,591,7065479816,Lcvlntg Ppappw,88.125,83.2,59.0,89.0,91.0,84.0,83.00125,A
192,192,kvnhlytaycbt@school.edu,2013702645,Cxwxfq Jfsajfm,592,2013702645,Cxwxfq Jfsajfm,72.5,85.2,54.0,59.0,98.0,80.0,74.295,B
193,193,omnbhsneofxi@school.edu,2283181760,Ugfzgbb Bvippn,593,2283181760,Ugfzgbb Bvippn,74.25,74.2,86.0,99.0,62.0,55.0,74.0325,B
194,194,turnluf@school.edu,5357517332,Gxhjcjhk Tfzynyg,594,5357517332,Gxhjcjhk Tfzynyg,83.375,67.6,96.0,68.0,65.0,78.0,77.55375,A-
195,195,eviakpflzwxf@school.edu,7069514140,Grgdttu Vdekoxvmo,595,7069514140,Grgdttu Vdekoxvmo,78.75,88.4,76.0,84.0,70.0,87.0,80.4275,A
196,196,byuwppjcenm@school.edu,6829337365,Fyupxmo Vvodwg,596,6829337365,Fyupxmo Vvodwg,77.75,68.6,52.0,85.0,66.0,53.0,67.3475,D+
197,197,dtulob@school.edu,4137283368,Tyfkzqgo Gknmqghd,597,4137283368,Tyfkzqgo Gknmqghd,82.5,81.6,87.0,98.0,86.0,60.0,81.435,A
198,198,tsshknbun@school.edu,5935063325,Xmqlyh Yrrwoyo,598,5935063325,Xmqlyh Yrrwoyo,81.0,69.0,60.0,62.0,97.0,79.0,75.8,B
199,199,rmqvity@school.edu,8165896110,Jzrmfze Pyuncvt,599,8165896110,Jzrmfze Pyuncvt,82.625,67.0,74.0,67.0,53.0,74.0,71.25625,C+
