,Unnamed: 0,UID,UIN,Name,HW,Quiz,E1,E2,E3,E4,Total,Letter grade
202,202,mcjiuytcd@school.edu,2407726067,Fyxueqvjqt Cygzlcalzz,84.625,74.6,74.0,80.0,92.0,66.0,78.71625,A
203,203,pauavk@school.edu,1478695622,Mesjr Hsvdabtyz,81.25,74.0,53.0,67.0,58.0,98.0,74.0125,B
204,204,dtconpef@school.edu,3755603229,Yzqka Pxdzc,65.375,80.2,52.0,95.0,65.0,51.0,66.36375,D+
205,205,rmerohy@school.edu,8822231334,Fbxncvnv Olpabyhqt,71.375,85.4,57.0,87.0,86.0,87.0,78.28375,A
206,206,rbwllntyw@school.edu,6899091323,Pznloganj Rzovcxyp,80.125,79.2,58.0,56.0,89.0,56.0,69.60125,C-
207,207,dqtefbabyzqur@school.edu,1816784024,Iyxmjdzw Vprctavvbo,79.75,74.6,86.0,66.0,70.0,77.0,76.0975,B+
208,208,uvtxkdpgila@school.edu,3068193650,Xnoswvtww Gxfuwbrq,71.75,85.4,51.0,98.0,99.0,81.0,79.8775,A
209,209,wswgonik@school.edu,3673408512,Luprd Siijxfxm,76.5,76.0,61.0,96.0,91.0,77.0,79.325,A
210,210,fyqimnc@school.edu,9957436379,Modesgeikw Ehslsxbrm,78.625,83.0,85.0,64.0,55.0,67.0,71.95625,C+
211,211,drjti@school.edu,4669779826,Gdqfapenvb Zopioceopv,69.875,83.0,71.0,94.0,90.0,59.0,75.81875,B
212,212,upzmngzwfrbye@school.edu,4057215078,Zbinapjbxb Rsoblqmea,82.375,67.4,57.0,87.0,81.0,63.0,73.68375,B-
213,213,shlxadovna@school.edu,7956316688,Fzuvisg Pjimnd,70.5,79.8,75.0,67.0,65.0,65.0,69.655,C-
214,214,afebvht@school.edu,8270763829,Oznuv Shamzbzdz,75.0,70.2,52.0,91.0,80.0,50.0,69.22,C-
215,215,gkzzouoaikerf@school.edu,4758475498,Owxmpsb Nwqtc,81.5,79.8,83.0,95.0,58.0,52.0,74.155,B
216,216,gxybkahjo@school.edu,6414639555,Gpyyraovu Zjoqhrig,78.125,78.8,57.0,80.0,51.0,85.0,72.61125,C+
217,217,ockemvduzsgjy@school.edu,5946036154,Yxmupuq Zyyns,90.75,82.4,50.0,56.0,61.0,51.0,66.1775,D+
218,218,mcgotkovjosmh@school.edu,1274030699,Enjnf Axbnpufjzm,81.875,85.4,60.0,57.0,90.0,100.0,80.05875,A
219,219,uizgcvcbgnjw@school.edu,8975553717,Rscstwidu Kmyevuqlw,85.0,71.6,62.0,94.0,71.0,89.0,80.26,A
220,220,qxrpgepgyvdr@school.edu,7081799272,Xhoooish Hmdvjm,72.0,85.6,50.0,91.0,70.0,65.0,71.21,C+
221,221,sbjbdyzjlhfy@school.edu,3460263208,Zaqeykes Redaffyj,74.75,80.8,54.0,65.0,62.0,53.0,64.5175,D+
222,222,jegarpemvkq@school.edu,2086302729,Cbsfcvjmca Zditg,77.125,81.0,97.0,65.0,86.0,61.0,76.78125,B+
223,223,gsimcitwsdikv@school.edu,9785629593,Czkohjxsd Yryhccdgme,82.5,89.2,92.0,86.0,79.0,62.0,80.495,A
224,224,pmtyixgpommw@school.edu,3337423813,Blbmdmyrt Ueuuekr,78.125,73.4,82.0,61.0,76.0,82.0,76.12125,B+
225,225,fnsqqpq@school.edu,2776007265,Qgxbttm Qwaqq,82.875,83.4,59.0,86.0,89.0,86.0,81.35875,A
226,226,kywktuoit@school.edu,1140109722,Wpxrumnb Jlroljsnm,88.25,87.8,71.0,71.0,73.0,97.0,82.4925,A
227,227,cfpxszghu@school.edu,9605847435,Jmsifwzqnj Toizmi,75.25,85.2,57.0,97.0,53.0,52.0,68.7825,D+
228,228,cxjtvzvpvhn@school.edu,7517200061,Yuerfnqtm Acipqlunm,88.625,85.0,87.0,61.0,82.0,83.0,81.75625,A
229,229,grkdhvapexgs@school.edu,8692708171,Kjvdxj Wrgmfpbs,78.0,74.2,51.0,73.0,73.0,89.0,74.27,B
230,230,kbzpmogymhoq@school.edu,3932308099,Dmyejl Hxsdfhkrhb,86.375,73.2,55.0,78.0,65.0,55.0,69.61375,C-
231,231,ccatbijfmy@school.edu,4705653589,Mduzs Rhcayoyugb,75.5,71.0,69.0,74.0,83.0,95.0,78.875,A
232,232,aiphkijc@school.edu,3105160513,Rxtvins Dtesm,84.25,76.2,80.0,70.0,57.0,89.0,77.5325,A-
233,233,tgiepxpwg@school.edu,1441331476,Gekkqe Rnjzdoa,76.875,76.4,71.0,51.0,55.0,89.0,71.20875,C+
234,234,xyecbmbg@school.edu,9486058581,Wyxailysva Fzfwqynddp,76.125,82.2,74.0,84.0,76.0,87.0,79.75125,A
235,235,hyavu@school.edu,9615792820,Rdlrte Veigtc,87.625,80.8,79.0,62.0,61.0,56.0,71.48625,C+
236,236,adgzmrwigtups@school.edu,7500997562,Ahhbohvmtu Ojxxn,77.75,75.4,84.0,71.0,61.0,57.0,70.7775,C
237,237,bnbbzmp@school.edu,7586135659,Uidmazr Ilrcybj,79.75,86.8,68.0,77.0,78.0,64.0,74.8675,B
238,238,qqzxqocgemv@school.edu,1922185759,Ovbzzk Idfhq,78.75,74.6,72.0,50.0,65.0,64.0,67.9975,D+
239,239,csdbxf@school.edu,1622983839,Cwulm Tarbnj,89.375,80.6,91.0,54.0,77.0,93.0,82.30375,A
240,240,uumlmoumwmebr@school.edu,5129104612,Ffzkxovenq Azgjlxaavs,74.5,90.4,58.0,77.0,73.0,80.0,74.865,B
241,241,qwbgsgaddmaf@school.edu,4092052779,Qlmxbixa Ltxggwdr,80.5,84.6,64.0,89.0,67.0,69.0,75.385,B
242,242,ymecrbtud@school.edu,4691590872,Mppgltqe Tgtoneapp,78.0,80.2,63.0,79.0,90.0,97.0,81.72,A
243,243,zvkoghs@school.edu,2847661292,Acyxbyq Sipkohucz,78.25,77.8,92.0,98.0,99.0,66.0,83.8925,A
244,244,ffcqnvmmjdakv@school.edu,1236095766,Nmtjc Luzceb,83.25,75.2,94.0,82.0,99.0,60.0,81.5825,A
245,245,ndxde@school.edu,1803159941,Foggksio Xawvuvymj,84.0,77.2,65.0,57.0,97.0,58.0,73.17,B-
246,246,jarechjiqhv@school.edu,2584124840,Nlpdgrzih Sgckz,75.875,69.6,54.0,86.0,94.0,80.0,77.02875,A-
247,247,phwqnbcc@school.edu,4482068504,Ysxdjzawm Rwqrdvbnmp,71.875,70.6,78.0,80.0,70.0,68.0,72.82875,C+
248,248,wlhlg@school.edu,2164213951,Oekjlxxsi Gyffgon,81.75,91.2,86.0,86.0,55.0,68.0,77.2075,A-
249,249,ocayf@school.edu,5163800788,Zqlpbd Hvruba,85.125,82.2,82.0,78.0,66.0,69.0,77.20125,A-
250,250,tfepdpw@school.edu,7563948088,Ctglxtxqm Tgenmndxv,77.75,75.6,54.0,50.0,99.0,56.0,68.6475,D+
251,251,dybqpddihdxjh@school.edu,1058702021,Acbpe Zenwwoyk,74.375,84.6,80.0,69.0,72.0,72.0,74.60375,B
252,252,johwynwl@school.edu,7001827588,Ojqpiuz Ytizxslx,78.0,82.0,95.0,80.0,88.0,64.0,79.95,A
253,253,bltnlbdjmzjr@school.edu,8921733891,Ubyafhn Wbgphx,83.625,83.2,69.0,93.0,60.0,72.0,76.92625,B+
254,254,dentrr@school.edu,9184375449,Qwrazxo Xaswfhpyji,80.5,79.0,54.0,96.0,71.0,77.0,76.575,B+
255,255,mfsgz@school.edu,4285973397,Ekhhxcb Nmacx,78.5,75.6,55.0,50.0,66.0,75.0,67.835,D+
256,256,mwtvybsxfitl@school.edu,9236006156,Uwkcbu Qxztplr,69.5,81.4,58.0,77.0,86.0,90.0,76.665,B+
257,257,rkbfc@school.edu,4247773339,Wtlmwttge Rgtkshl,81.625,79.4,98.0,75.0,62.0,50.0,73.59625,B-
258,258,jwwwwpy@school.edu,7449928772,Yqnbtjc Tzmjk,86.75,74.6,78.0,100.0,74.0,83.0,83.5475,A
259,259,vxfognuurbssp@school.edu,1271458515,Qomdghsxk Kbbeydfde,70.125,75.4,89.0,87.0,83.0,71.0,78.12125,A
260,260,indboao@school.edu,6272142821,Rwzpfhmo Nckaah,68.375,89.0,80.0,57.0,79.0,79.0,74.19375,B
261,261,wtwzr@school.edu,6453147746,Qpolkerui Pwqsoptw,79.875,73.8,89.0,56.0,63.0,86.0,75.74875,B
262,262,hbvcmx@school.edu,8043458650,Btcoz Pflfc,71.75,82.4,78.0,71.0,70.0,56.0,70.2275,C
263,263,eojyuwum@school.edu,6080208657,Ymxbueda Ysgrkig,81.5,84.4,100.0,92.0,89.0,53.0,81.565,A
264,264,jloyzqevs@school.edu,2758163455,Kjdbdyi Vamjmtucim,75.25,84.6,58.0,97.0,98.0,87.0,82.6225,A
265,265,mrxjtctfywm@school.edu,1448352587,Lsaiopmpsx Gfxvtycac,75.5,77.4,53.0,56.0,92.0,57.0,68.165,D+
266,266,hqogeyrlom@school.edu,3065767486,Ttanfbwgef Dqiyiz,80.0,76.2,96.0,82.0,50.0,66.0,75.02,B
267,267,psarh@school.edu,3774821269,Rwtzmmlpk Oxtsawe,79.375,81.0,75.0,94.0,71.0,94.0,82.74375,A
268,268,ghiffvckofj@school.edu,2502939050,Bxueox Astxsokbxx,73.625,70.6,77.0,85.0,86.0,99.0,82.46625,A
269,269,usgbdsjcoodoc@school.edu,1516243958,Animbuk Dbngegngcp,82.25,75.6,64.0,99.0,87.0,69.0,79.4225,A
270,270,urtuuzmwnslai@school.edu,8288304373,Irkvecpiqw Efbtdwefl,78.875,81.4,91.0,51.0,64.0,52.0,69.15875,C-
271,271,vdwextewxbero@school.edu,6528622386,Yyhpvezisv Msddhqw,81.375,77.2,67.0,84.0,68.0,85.0,77.91375,A-
272,272,tkkxrhtzds@school.edu,1439079821,Ireneta Bjktvc,78.75,79.8,95.0,89.0,59.0,90.0,82.1175,A
273,273,dvgkpvutb@school.edu,9036513862,Ywuunlzyp Sbluh,79.0,83.2,96.0,58.0,72.0,64.0,74.77,B
274,274,gvhyomredduig@school.edu,1608641390,Nibwodx Vileflanu,80.625,84.8,96.0,62.0,58.0,86.0,78.23625,A
275,275,orsyywvpv@school.edu,3191595283,Onslh Xqpltcj,87.125,84.2,98.0,88.0,97.0,70.0,86.65125,A+
276,276,ivnfqraieom@school.edu,4045790475,Bopbxs Sldwmgl,81.125,80.6,61.0,77.0,57.0,72.0,71.99125,C+
277,277,kxkiwudzs@school.edu,8621742228,Dexzbydc Qekbn,84.75,85.6,74.0,50.0,65.0,76.0,73.2975,B-
278,278,vqpufmr@school.edu,8208647133,Isgch Drhjofsyr,77.5,74.0,61.0,70.0,68.0,67.0,70.025,C
279,279,ljorvbuuf@school.edu,4618405034,Oovaazr Kfsnxtglb,81.25,94.0,73.0,51.0,81.0,91.0,78.6625,A
280,280,xxtfkbksiea@school.edu,6050610870,Ezzmtggcnc Rjzmlb,76.0,84.0,75.0,89.0,64.0,60.0,73.6,B-
281,281,hiwveswdcs@school.edu,3508480642,Mcygpvqihc Nlosrvovuu,81.375,85.8,64.0,58.0,95.0,72.0,75.87375,B
282,282,teiqv@school.edu,4721917700,Gzgmpzuwr Lutpo,68.125,71.6,73.0,99.0,73.0,97.0,80.34125,A
283,283,fifphuwgqd@school.edu,4080635665,Hvjybcgxcj Ivzmx,85.0,72.2,93.0,68.0,63.0,84.0,78.87,A
284,284,pdhnrgy@school.edu,3775234680,Fjpcjwuvcq Wehlt,75.875,88.2,84.0,96.0,80.0,67.0,80.18875,A
285,285,zfclmapswpwgj@school.edu,2206188491,Hncbh Tmeruiodpl,84.25,86.0,100.0,63.0,59.0,58.0,74.5625,B
286,286,ybxrstowdzh@school.edu,5854699202,Eeonkvxlij Kynuvhsugq,82.625,87.8,59.0,78.0,85.0,87.0,80.13625,A
287,287,urvojmscf@school.edu,4710013365,Ysyprwwd Othjuiswij,74.875,68.0,77.0,68.0,73.0,92.0,76.61875,B+
288,288,fbroduisx@school.edu,3415155056,Vxsxe Covpnl,76.875,70.4,80.0,63.0,53.0,71.0,69.85875,C-
289,289,yyrqru@school.edu,7603548282,Tlypdbspzd Zsbkecvb,78.875,68.0,64.0,99.0,68.0,61.0,73.36875,B-
290,290,kcfjidcleax@school.edu,3711729540,Umrcawxck Xoeuc,79.0,75.4,93.0,86.0,62.0,100.0,83.44,A
291,291,cznmkylyjp@school.edu,3302505259,Ocwyluak Emikpoadfu,85.625,89.2,94.0,83.0,74.0,100.0,87.97625,A+
292,292,zdlutvfs@school.edu,8033419451,Uqymrau Rupoa,67.75,73.4,66.0,82.0,50.0,82.0,70.3775,C
293,293,qoiogv@school.edu,8711804748,Fsurhydmk Nwldx,71.875,76.2,98.0,94.0,70.0,86.0,82.08875,A
294,294,bgrdswotlkhq@school.edu,5201854753,Tvktrwrpb Geksp,76.125,83.0,92.0,67.0,93.0,59.0,76.93125,B+
295,295,ykyllwwwhrs@school.edu,1542839275,Etjus Rysmzbvcnw,80.0,82.0,52.0,56.0,91.0,61.0,70.25,C
296,296,qelarwco@school.edu,6128275489,Bgdugqdv Fbnodgxld,78.375,75.0,58.0,72.0,85.0,98.0,78.94375,A
297,297,vysulneamuuh@school.edu,2477152185,Asgfh Ybmjjjq,84.0,77.2,64.0,69.0,65.0,51.0,68.62,D+
298,298,cdgzkgjzjdh@school.edu,2742055448,Kypsb Rinqj,77.625,83.4,68.0,77.0,87.0,73.0,77.14625,A-
299,299,kdrswtdea@school.edu,4860551830,Svwtftsxpl Pltdiaby,79.875,78.8,51.0,51.0,59.0,82.0,68.39875,D+
300,300,qsudpaaf@school.edu,8927184021,Urtayj Rrtbdyyan,79.625,76.0,65.0,57.0,86.0,86.0,75.90625,B
301,301,bscwdhbqz@school.edu,5967321633,Yvnozm Dcbruzkky,88.125,76.8,63.0,52.0,76.0,70.0,72.36125,C+
302,302,stcndeclb@school.edu,8973808019,Pvoxrhct Ocrnp,85.375,84.8,64.0,75.0,89.0,73.0,78.62375,A
303,303,ydrrjmlebc@school.edu,6452763172,Zykbqrnrc Yjmwjhqsj,69.625,69.2,54.0,57.0,63.0,99.0,70.22625,C
304,304,xildnkmdtouhh@school.edu,9191014162,Dvxks Kgubixzqtl,82.375,79.8,62.0,52.0,60.0,86.0,71.87375,C+
305,305,qxvaax@school.edu,8770463567,Juklen Tbhyycxj,85.25,77.2,65.0,99.0,86.0,81.0,82.7325,A
306,306,wrtvofomtd@school.edu,2797880739,Qhbhyqortp Ijhhaac,90.25,82.2,99.0,78.0,54.0,50.0,75.4325,B
307,307,ijqgctzps@school.edu,7660636742,Amupf Iuzdd,90.625,72.4,90.0,63.0,88.0,82.0,82.44625,A
308,308,zzzjhwtx@school.edu,3727031896,Oaelmh Mspfsrrb,80.875,90.8,65.0,56.0,78.0,52.0,69.54875,C-
309,309,rgceocyv@school.edu,5460244389,Srxbukdbvn Qxqblxkarh,78.125,69.0,53.0,73.0,76.0,87.0,74.13125,B
310,310,ysviwokyklxyx@school.edu,2571691519,Tywgv Wnsdhx,81.5,85.4,86.0,77.0,94.0,89.0,85.265,A+
311,311,acnbj@school.edu,2436838587,Tgznjkwgpg Xroidgncfb,79.75,88.4,51.0,81.0,88.0,99.0,81.5775,A
312,312,cptgnlevckl@school.edu,4111039856,Xgdnlejox Tdiund,75.875,73.8,54.0,78.0,74.0,80.0,73.24875,B-
313,313,vwfkfu@school.edu,9057590146,Fdmlzk Mgziyybvt,79.125,86.4,89.0,70.0,79.0,95.0,83.12125,A
314,314,qgvlmdsjhr@school.edu,8523297616,Igowy Maxbz,88.25,86.6,65.0,83.0,81.0,87.0,82.4725,A
315,315,novtbhnoedern@school.edu,8654191837,Jdtlfbngcn Txvbfrlksj,84.5,64.2,53.0,84.0,85.0,55.0,71.845,C+
316,316,xyvql@school.edu,6286143687,Tcatrpeto Baulczx,82.75,77.6,71.0,86.0,87.0,100.0,85.0475,A+
317,317,gbiftuk@school.edu,7613727697,Olzry Bipsk,91.625,68.6,94.0,64.0,66.0,54.0,74.16625,B
318,318,igqfqhahamlv@school.edu,5206343196,Adcazgevn Blgwiyzsvw,70.125,79.0,98.0,55.0,89.0,57.0,73.13125,B-
319,319,wtkjqurz@school.edu,1797897696,Evedsljiws Nfoyptpjon,77.5,75.2,91.0,90.0,91.0,86.0,84.895,A
320,320,scxhkovq@school.edu,7698867947,Ihggcv Dmnxtv,79.75,73.2,94.0,54.0,82.0,85.0,78.7575,A
321,321,gwztcup@school.edu,8973193688,Yyrjybekp Zepvfh,87.75,67.0,71.0,87.0,80.0,55.0,75.3375,B
322,322,dmint@school.edu,7843642297,Uhtns Dtyegxiu,76.625,87.6,78.0,84.0,60.0,83.0,77.81625,A-
323,323,usrvdh@school.edu,8469338891,Hdlfbyiwn Qoydr,79.375,76.6,77.0,59.0,77.0,56.0,70.65375,C
324,324,okaum@school.edu,8126629819,Eaoiscb Djccl,90.375,68.0,97.0,92.0,66.0,100.0,87.64375,A+
325,325,xboqizopezj@school.edu,2952422339,Lbjql Ejliu,80.25,76.6,87.0,93.0,53.0,73.0,77.2725,A-
326,326,oouwu@school.edu,9947151379,Arlqxpf Tlwqtt,84.25,83.4,70.0,72.0,76.0,67.0,75.5025,B
327,327,qwxjvttbcqnww@school.edu,4842251406,Frtfbf Utoamjsaaw,80.25,83.6,65.0,54.0,62.0,77.0,70.9725,C
328,328,napcgsjxp@school.edu,4123734029,Ozvorn Uyfzbah,75.75,80.4,84.0,73.0,53.0,54.0,69.2775,C-
329,329,mttuspxwxj@school.edu,4507339229,Mlgcvnl Hhtwykzees,84.75,77.4,90.0,62.0,50.0,77.0,74.6275,B
330,330,uiikagteksj@school.edu,4360696805,Icujseywve Fpncbdrw,76.625,75.0,75.0,54.0,54.0,87.0,71.50625,C+
331,331,neacayeeku@school.edu,1619150239,Tlaqv Liimorkaw,77.5,82.2,62.0,82.0,68.0,65.0,72.395,C+
332,332,xdjhzam@school.edu,1980590144,Jrcrg Srxbezkhch,87.75,81.4,76.0,76.0,76.0,67.0,77.6775,A-
333,333,pgrwugzatjys@school.edu,7096180190,Tbcxlbg Axaqtw,80.875,73.6,52.0,66.0,88.0,59.0,70.27875,C
334,334,agvnbdg@school.edu,7292031738,Gdggm Anuqstnwp,76.75,82.6,83.0,62.0,64.0,61.0,70.9975,C
335,335,esfaviohns@school.edu,1610555534,Bimsaf Hfevftykp,83.5,73.4,53.0,81.0,66.0,61.0,70.415,C
336,336,kgjptkgzwf@school.edu,6428660926,Wzecagareb Fkbpqazel,78.125,75.2,72.0,73.0,91.0,66.0,75.65125,B
337,337,xziacwygahk@school.edu,9652475528,Rsefd Ogmbabhwge,90.125,74.6,86.0,92.0,55.0,93.0,83.54125,A
338,338,bjtqidhoijrc@school.edu,3103184056,Qqrirhhae Ufenrcrxhv,85.0,83.0,62.0,57.0,58.0,68.0,69.7,C-
339,339,cscmhpwudj@school.edu,9041620631,Aeokhmgkd Qplfpstwp,81.875,73.6,53.0,86.0,78.0,74.0,75.17875,B
340,340,nkgwxjy@school.edu,9925627242,Eazccmjw Kkybzmo,77.0,87.8,85.0,56.0,95.0,56.0,74.63,B
341,341,yktqzpzawj@school.edu,8684630040,Vzejqkkthc Pdkqwpn,81.875,78.6,90.0,50.0,88.0,99.0,82.32875,A
342,342,nozqtfk@school.edu,8298571279,Eyrxolb Vxmuqsuzgf,79.875,75.4,52.0,53.0,81.0,69.0,69.20875,C-
343,343,bakrogjj@school.edu,6477498354,Fdvyhdmopt Ynmpaa,85.125,75.0,91.0,100.0,90.0,98.0,90.53125,A+
344,344,tbautsokmgd@school.edu,8291014110,Uvwzxpk Botsh,86.25,83.8,56.0,64.0,83.0,59.0,72.1925,C+
345,345,zaxfwzdqde@school.edu,8072317686,Jibddou Exlgv,77.5,67.0,95.0,51.0,83.0,71.0,74.625,B
346,346,ngjvetovdg@school.edu,1345984804,Iotab Cwbywmpt,78.5,68.4,99.0,70.0,100.0,94.0,85.615,A+
347,347,sbiuvtbk@school.edu,2727001983,Qgtsyvrjt Eizucxit,75.875,77.0,99.0,95.0,85.0,91.0,86.71875,A+
348,348,tfywcxitwwr@school.edu,6167256568,Cqlaomo Qjahbwcrm,87.125,72.2,92.0,100.0,59.0,81.0,82.85125,A
349,349,yydhyzacm@school.edu,8530881417,Gobeukx Jwmswzkj,84.875,75.8,57.0,88.0,51.0,88.0,75.79875,B
350,350,wkqggm@school.edu,2314742036,Aviwhmcyc Gkbhpqwwv,69.25,88.0,66.0,93.0,60.0,95.0,77.9625,A-
351,351,bwjrwql@school.edu,7642732110,Boxgtult Tfasd,72.5,82.2,86.0,56.0,50.0,80.0,71.145,C+
352,352,ycyfsrcwc@school.edu,1261079199,Lmspo Ivbvf,81.125,82.8,93.0,51.0,52.0,84.0,74.76125,B
353,353,sxhtp@school.edu,7197083614,Uhamammq Aicdzit,72.75,71.0,70.0,96.0,78.0,61.0,74.0875,B
354,354,niqqwamwwzjap@school.edu,6967969752,Iyouewv Wrpjamco,82.5,84.8,97.0,53.0,61.0,60.0,72.755,C+
355,355,pcwapcnd@school.edu,9036310786,Lrxjfncb Pnlkjmj,71.375,63.6,100.0,69.0,90.0,51.0,73.25375,B-
356,356,nhjzv@school.edu,1262799918,Nzdphbvtw Mqdruioj,75.0,86.8,99.0,56.0,61.0,64.0,72.63,C+
357,357,tidmambixm@school.edu,6308113935,Ldhzjplnp Wmppjndrt,88.375,77.6,65.0,89.0,59.0,57.0,73.20375,B-
358,358,fpautf@school.edu,2290532281,Sneagxnbv Kheykddf,78.25,86.6,97.0,97.0,90.0,75.0,85.8225,A+
359,359,iryctz@school.edu,9350069648,Gtzrr Sybnel,80.875,77.8,61.0,80.0,77.0,77.0,76.09875,B+
360,360,dneqel@school.edu,2849184486,Gtxitfmh Wafsfmmlj,78.5,70.6,53.0,56.0,96.0,52.0,67.835,D+
361,361,pwfhmvzz@school.edu,7526208751,Nbqadtn Ctxnewxnmg,79.125,86.2,73.0,63.0,86.0,65.0,74.70125,B
362,362,zggliizmdg@school.edu,6288346519,Hcymvfuxw Vzurtqo,78.375,83.8,73.0,76.0,77.0,66.0,75.07375,B
363,363,vemtvol@school.edu,2496433708,Mziiiplcw Nlmicywbwc,78.0,75.6,50.0,83.0,72.0,54.0,68.61,D+
364,364,ftfnpg@school.edu,4154181574,Dfyfwsfi Sauthzupdw,83.5,83.6,83.0,54.0,60.0,70.0,72.785,C+
365,365,peqixhzpm@school.edu,8052368445,Chdlgim Nwjrxb,82.375,76.6,64.0,89.0,65.0,70.0,74.95375,B
366,366,guyedfwmkvxho@school.edu,9427203822,Tdrvtmax Hbcjhp,77.875,79.2,79.0,87.0,63.0,93.0,80.33875,A
367,367,pmpuwywyy@school.edu,2513511095,Swnlau Kgybmkpyvx,79.75,86.8,90.0,77.0,100.0,54.0,79.4675,A
368,368,fivvzsyubifu@school.edu,5549381608,Hjdpain Rnjdkdd,80.375,87.2,71.0,52.0,71.0,52.0,68.31375,D+
369,369,jpjdiaapi@school.edu,9662423547,Ivktusih Mdwrx,80.25,78.2,73.0,94.0,83.0,58.0,76.9825,B+
370,370,dzlmlhfqi@school.edu,3680535627,Czxplku Rlfgmgs,72.5,85.2,75.0,63.0,62.0,51.0,66.845,D+
371,371,gysfxvvlvroa@school.edu,2965702667,Zavpbvzz Qirppqgvn,81.875,85.4,76.0,53.0,57.0,60.0,68.90875,D+
372,372,sxxsiwmhv@school.edu,8289747096,Cqugzlxuov Qfvwv,70.875,75.6,84.0,55.0,64.0,58.0,67.32875,D+
373,373,cmdkvfcvo@school.edu,3659627462,Gdhmly Jihnkdme,73.375,73.8,75.0,89.0,65.0,82.0,76.47375,B+
374,374,xunhqirmmyq@school.edu,6625985475,Tsarfkslrl Pnyfb,74.125,71.8,91.0,60.0,75.0,54.0,70.41125,C
375,375,wewxfgo@school.edu,3246463460,Rmdow Rpuvyxgvts,83.625,71.0,65.0,52.0,50.0,61.0,65.25625,D+
376,376,aiqmdx@school.edu,5642215037,Vsbhvjxq Dcdlxsxvse,78.25,80.2,84.0,90.0,52.0,97.0,80.8825,A
377,377,quxzatdp@school.edu,6462855281,Wtptmh Saojakekfm,76.75,79.0,89.0,72.0,65.0,55.0,71.9875,C+
378,378,gahgx@school.edu,3459236157,Vovwieiyfs Hqphd,79.625,82.0,84.0,52.0,76.0,89.0,77.70625,A-
379,379,ligwzg@school.edu,9633421738,Arhlegcgo Ckbllpxmrx,86.375,69.0,99.0,72.0,56.0,86.0,79.74375,A
380,380,jbwlwlms@school.edu,5103672493,Hutvnygj Slqumciem,84.5,81.4,97.0,57.0,74.0,91.0,81.665,A
381,381,whdce@school.edu,7231130462,Wrqoedwczx Smwmfh,86.875,82.4,80.0,88.0,91.0,58.0,80.40875,A
382,382,uhisjsmicbnk@school.edu,2907821812,Mdqdyb Xxyismueu,72.125,75.0,75.0,54.0,88.0,50.0,68.08125,D+
383,383,qguexlvyaap@school.edu,5463769530,Ctvlxpfmas Synjdqbbk,84.375,70.6,84.0,95.0,63.0,98.0,84.05375,A
384,384,zhyjr@school.edu,7770711597,Jqtvvli Uvqartw,73.875,80.0,65.0,66.0,96.0,85.0,77.51875,A-
385,385,cszbippmuiw@school.edu,5158746706,Ldwadijcwt Erxeeflmiw,93.125,79.6,81.0,65.0,67.0,75.0,78.19125,A
386,386,ptgllbrkz@school.edu,9686399639,Satudgymib Dxrgfahfy,80.0,83.0,86.0,81.0,64.0,72.0,77.35,A-
387,387,copwcgxkfqu@school.edu,5437923819,Tpyqs Blbwvlhz,84.0,87.8,66.0,80.0,69.0,64.0,74.83,B
388,388,yzhfadlmwa@school.edu,1996298832,Dzndjd Icogyg,81.375,82.6,76.0,75.0,100.0,59.0,78.05375,A
389,389,nxffb@school.edu,2629931544,Sftepzoqnw Tkbdbfwab,72.125,83.2,73.0,96.0,59.0,53.0,71.15125,C+
390,390,jykgrln@school.edu,6106689866,Ftstjkz Usgznn,85.125,77.2,71.0,81.0,56.0,96.0,79.40125,A
391,391,levjvhnfw@school.edu,8927668309,Hxdhtewd Jbpvblxsks,84.25,78.8,66.0,81.0,82.0,84.0,80.0925,A
392,392,exnnwissrn@school.edu,2133736828,Dipklkd Ouhgd,84.875,75.0,73.0,99.0,82.0,50.0,76.81875,B+
393,393,hqzsfweg@school.edu,6062527906,Lyilqwdky Nbfjs,83.625,78.8,84.0,70.0,65.0,63.0,74.23625,B
394,394,dmbuab@school.edu,9467984594,Zojrojjfmw Ugunvalewb,82.875,85.2,66.0,67.0,92.0,74.0,77.78875,A-
395,395,uezphgpgbslxj@school.edu,3469212953,Tihfmikjgy Wusfv,79.25,68.6,66.0,54.0,50.0,84.0,68.9725,D+
396,396,nzzxkulhfjm@school.edu,7532416168,Bnapferh Omwjkcloi,80.875,80.2,51.0,58.0,80.0,70.0,70.58875,C
397,397,gcysbuf@school.edu,4185236206,Devthkfbg Ogbqt,73.75,79.2,87.0,56.0,56.0,67.0,69.6075,C-
398,398,hqhvmny@school.edu,6692204593,Tlcrhv Xhiocfmeem,87.0,88.8,95.0,73.0,73.0,86.0,83.98,A
399,399,eifeqa@school.edu,9642376948,Wnztfiov Mgcpzebpbx,67.5,76.2,79.0,52.0,75.0,72.0,69.795,C-
400,400,baxkutzwn@school.edu,1574251982,Hpdwj Qiaiu,82.25,76.0,89.0,57.0,54.0,61.0,70.3625,C
401,401,eegiyuvl@school.edu,6580107929,Ebtwvguki Tcgbfzugcv,76.375,72.2,60.0,59.0,85.0,72.0,71.31375,C+
402,402,siiufbutg@school.edu,9914367809,Rudqvzyaog Ntuiyypel,79.25,87.6,87.0,82.0,85.0,74.0,81.4725,A
403,403,zeroqicmmab@school.edu,4901317138,Aizdfcfm Zalff,81.375,78.6,58.0,86.0,90.0,53.0,73.90375,B-
