,Unnamed: 0_x,UID,UIN_x,Name_x,Unnamed: 0_y,UIN_y,Name_y,HW,Quiz,E1,E2,E3,E4,Total,Letter grade
151,151,bwjrwql@school.edu,7642732110,Boxgtult Tfasd,351,7642732110,Boxgtult Tfasd,72.5,82.2,86.0,56.0,50.0,80.0,71.145,C+
152,152,ycyfsrcwc@school.edu,1261079199,Lmspo Ivbvf,352,1261079199,Lmspo Ivbvf,81.125,82.8,93.0,51.0,52.0,84.0,74.76125,B
153,153,sxhtp@school.edu,7197083614,Uhamammq Aicdzit,353,7197083614,Uhamammq Aicdzit,72.75,71.0,70.0,96.0,78.0,61.0,74.0875,B
154,154,niqqwamwwzjap@school.edu,6967969752,Iyouewv Wrpjamco,354,6967969752,Iyouewv Wrpjamco,82.5,84.8,97.0,53.0,61.0,60.0,72.755,C+
155,155,pcwapcnd@school.edu,9036310786,Lrxjfncb Pnlkjmj,355,9036310786,Lrxjfncb Pnlkjmj,71.375,63.6,100.0,69.0,90.0,51.0,73.25375,B-
156,156,nhjzv@school.edu,1262799918,Nzdphbvtw Mqdruioj,356,1262799918,Nzdphbvtw Mqdruioj,75.0,86.8,99.0,56.0,61.0,64.0,72.63,C+
157,157,tidmambixm@school.edu,6308113935,Ldhzjplnp Wmppjndrt,357,6308113935,Ldhzjplnp Wmppjndrt,88.375,77.6,65.0,89.0,59.0,57.0,73.20375,B-
158,158,fpautf@school.edu,2290532281,Sneagxnbv Kheykddf,358,2290532281,Sneagxnbv Kheykddf,78.25,86.6,97.0,97.0,90.0,75.0,85.8225,A+
159,159,iryctz@school.edu,9350069648,Gtzrr Sybnel,359,9350069648,Gtzrr Sybnel,80.875,77.8,61.0,80.0,77.0,77.0,76.09875,B+
160,160,dneqel@school.edu,2849184486,Gtxitfmh Wafsfmmlj,360,2849184486,Gtxitfmh Wafsfmmlj,78.5,70.6,53.0,56.0,96.0,52.0,67.835,D+
161,161,pwfhmvzz@school.edu,7526208751,Nbqadtn Ctxnewxnmg,361,7526208751,Nbqadtn Ctxnewxnmg,79.125,86.2,73.0,63.0,86.0,65.0,74.70125,B
162,162,zggliizmdg@school.edu,6288346519,Hcymvfuxw Vzurtqo,362,6288346519,Hcymvfuxw Vzurtqo,78.375,83.8,73.0,76.0,77.0,66.0,75.07375,B
163,163,vemtvol@school.edu,2496433708,Mziiiplcw Nlmicywbwc,363,2496433708,Mziiiplcw Nlmicywbwc,78.0,75.6,50.0,83.0,72.0,54.0,68.61,D+
164,164,ftfnpg@school.edu,4154181574,Dfyfwsfi Sauthzupdw,364,4154181574,Dfyfwsfi Sauthzupdw,83.5,83.6,83.0,54.0,60.0,70.0,72.785,C+
165,165,peqixhzpm@school.edu,8052368445,Chdlgim Nwjrxb,365,8052368445,Chdlgim Nwjrxb,82.375,76.6,64.0,89.0,65.0,70.0,74.95375,B
166,166,guyedfwmkvxho@school.edu,9427203822,Tdrvtmax Hbcjhp,366,9427203822,Tdrvtmax Hbcjhp,77.875,79.2,79.0,87.0,63.0,93.0,80.33875,A
167,167,pmpuwywyy@school.edu,2513511095,Swnlau Kgybmkpyvx,367,2513511095,Swnlau Kgybmkpyvx,79.75,86.8,90.0,77.0,100.0,54.0,79.4675,A
168,168,fivvzsyubifu@school.edu,5549381608,Hjdpain Rnjdkdd,368,5549381608,Hjdpain Rnjdkdd,80.375,87.2,71.0,52.0,71.0,52.0,68.31375,D+
169,169,jpjdiaapi@school.edu,9662423547,Ivktusih Mdwrx,369,9662423547,Ivktusih Mdwrx,80.25,78.2,73.0,94.0,83.0,58.0,76.9825,B+
170,170,dzlmlhfqi@school.edu,3680535627,Czxplku Rlfgmgs,370,3680535627,Czxplku Rlfgmgs,72.5,85.2,75.0,63.0,62.0,51.0,66.845,D+
171,171,gysfxvvlvroa@school.edu,2965702667,Zavpbvzz Qirppqgvn,371,2965702667,Zavpbvzz Qirppqgvn,81.875,85.4,76.0,53.0,57.0,60.0,68.90875,D+
172,172,sxxsiwmhv@school.edu,8289747096,Cqugzlxuov Qfvwv,372,8289747096,Cqugzlxuov Qfvwv,70.875,75.6,84.0,55.0,64.0,58.0,67.32875,D+
173,173,cmdkvfcvo@school.edu,3659627462,Gdhmly Jihnkdme,373,3659627462,Gdhmly Jihnkdme,73.375,73.8,75.0,89.0,65.0,82.0,76.47375,B+
174,174,xunhqirmmyq@school.edu,6625985475,Tsarfkslrl Pnyfb,374,6625985475,Tsarfkslrl Pnyfb,74.125,71.8,91.0,60.0,75.0,54.0,70.41125,C
175,175,wewxfgo@school.edu,3246463460,Rmdow Rpuvyxgvts,375,3246463460,Rmdow Rpuvyxgvts,83.625,71.0,65.0,52.0,50.0,61.0,65.25625,D+
176,176,aiqmdx@school.edu,5642215037,Vsbhvjxq Dcdlxsxvse,376,5642215037,Vsbhvjxq Dcdlxsxvse,78.25,80.2,84.0,90.0,52.0,97.0,80.8825,A
177,177,quxzatdp@school.edu,6462855281,Wtptmh Saojakekfm,377,6462855281,Wtptmh Saojakekfm,76.75,79.0,89.0,72.0,65.0,55.0,71.9875,C+
178,178,gahgx@school.edu,3459236157,Vovwieiyfs Hqphd,378,3459236157,Vovwieiyfs Hqphd,79.625,82.0,84.0,52.0,76.0,89.0,77.70625,A-
179,179,ligwzg@school.edu,9633421738,Arhlegcgo Ckbllpxmrx,379,9633421738,Arhlegcgo Ckbllpxmrx,86.375,69.0,99.0,72.0,56.0,86.0,79.74375,A
180,180,jbwlwlms@school.edu,5103672493,Hutvnygj Slqumciem,380,5103672493,Hutvnygj Slqumciem,84.5,81.4,97.0,57.0,74.0,91.0,81.665,A
181,181,whdce@school.edu,7231130462,Wrqoedwczx Smwmfh,381,7231130462,Wrqoedwczx Smwmfh,86.875,82.4,80.0,88.0,91.0,58.0,80.40875,A
182,182,uhisjsmicbnk@school.edu,2907821812,Mdqdyb Xxyismueu,382,2907821812,Mdqdyb Xxyismueu,72.125,75.0,75.0,54.0,88.0,50.0,68.08125,D+
183,183,qguexlvyaap@school.edu,5463769530,Ctvlxpfmas Synjdqbbk,383,5463769530,Ctvlxpfmas Synjdqbbk,84.375,70.6,84.0,95.0,63.0,98.0,84.05375,A
184,184,zhyjr@school.edu,7770711597,Jqtvvli Uvqartw,384,7770711597,Jqtvvli Uvqartw,73.875,80.0,65.0,66.0,96.0,85.0,77.51875,A-
185,185,cszbippmuiw@school.edu,5158746706,Ldwadijcwt Erxeeflmiw,385,5158746706,Ldwadijcwt Erxeeflmiw,93.125,79.6,81.0,65.0,67.0,75.0,78.19125,A
186,186,ptgllbrkz@school.edu,9686399639,Satudgymib Dxrgfahfy,386,9686399639,Satudgymib Dxrgfahfy,80.0,83.0,86.0,81.0,64.0,72.0,77.35,A-
187,187,copwcgxkfqu@school.edu,5437923819,Tpyqs Blbwvlhz,387,5437923819,Tpyqs Blbwvlhz,84.0,87.8,66.0,80.0,69.0,64.0,74.83,B
188,188,yzhfadlmwa@school.edu,1996298832,Dzndjd Icogyg,388,1996298832,Dzndjd Icogyg,81.375,82.6,76.0,75.0,100.0,59.0,78.05375,A
189,189,nxffb@school.edu,2629931544,Sftepzoqnw Tkbdbfwab,389,2629931544,Sftepzoqnw Tkbdbfwab,72.125,83.2,73.0,96.0,59.0,53.0,71.15125,C+
190,190,jykgrln@school.edu,6106689866,Ftstjkz Usgznn,390,6106689866,Ftstjkz Usgznn,85.125,77.2,71.0,81.0,56.0,96.0,79.40125,A
191,191,levjvhnfw@school.edu,8927668309,Hxdhtewd Jbpvblxsks,391,8927668309,Hxdhtewd Jbpvblxsks,84.25,78.8,66.0,81.0,82.0,84.0,80.0925,A
192,192,exnnwissrn@school.edu,2133736828,Dipklkd Ouhgd,392,2133736828,Dipklkd Ouhgd,84.875,75.0,73.0,99.0,82.0,50.0,76.81875,B+
193,193,hqzsfweg@school.edu,6062527906,Lyilqwdky Nbfjs,393,6062527906,Lyilqwdky Nbfjs,83.625,78.8,84.0,70.0,65.0,63.0,74.23625,B
194,194,dmbuab@school.edu,9467984594,Zojrojjfmw Ugunvalewb,394,9467984594,Zojrojjfmw Ugunvalewb,82.875,85.2,66.0,67.0,92.0,74.0,77.78875,A-
195,195,uezphgpgbslxj@school.edu,3469212953,Tihfmikjgy Wusfv,395,3469212953,Tihfmikjgy Wusfv,79.25,68.6,66.0,54.0,50.0,84.0,68.9725,D+
196,196,nzzxkulhfjm@school.edu,7532416168,Bnapferh Omwjkcloi,396,7532416168,Bnapferh Omwjkcloi,80.875,80.2,51.0,58.0,80.0,70.0,70.58875,C
197,197,gcysbuf@school.edu,4185236206,Devthkfbg Ogbqt,397,4185236206,Devthkfbg Ogbqt,73.75,79.2,87.0,56.0,56.0,67.0,69.6075,C-
198,198,hqhvmny@school.edu,6692204593,Tlcrhv Xhiocfmeem,398,6692204593,Tlcrhv Xhiocfmeem,87.0,88.8,95.0,73.0,73.0,86.0,83.98,A
199,199,eifeqa@school.edu,9642376948,Wnztfiov Mgcpzebpbx,399,9642376948,Wnztfiov Mgcpzebpbx,67.5,76.2,79.0,52.0,75.0,72.0,69.795,C-
