,Unnamed: 0_x,UID,UIN_x,Name_x,Unnamed: 0_y,UIN_y,Name_y,HW,Quiz,E1,E2,E3,E4,Total,Letter grade
152,152,dkdpp@school.edu,7175443711,Wvltun Uwqlr,152,7175443711,Wvltun Uwqlr,79.125,77.0,95.0,70.0,93.0,81.0,82.38125,A
153,153,udpvpwflbf@school.edu,3485281165,Dfnnlse Fxjfa,153,3485281165,Dfnnlse Fxjfa,87.375,90.4,51.0,59.0,98.0,84.0,78.88375,A
154,154,ytmagfvsgrdoi@school.edu,1081596471,Fwkcl Meytw,154,1081596471,Fwkcl Meytw,81.625,86.6,75.0,97.0,93.0,97.0,88.21625,A+
155,155,sukgl@school.edu,1245444037,Rrplolmd Czsape,155,1245444037,Rrplolmd Czsape,80.0,70.4,97.0,58.0,85.0,56.0,74.24,B
156,156,wvcbtvats@school.edu,6084097961,Vccfdgww Hojznxx,156,6084097961,Vccfdgww Hojznxx,77.875,70.4,67.0,84.0,78.0,66.0,74.05875,B
157,157,kuonnwa@school.edu,3113536912,Mihykix Nmgimuolgj,157,3113536912,Mihykix Nmgimuolgj,80.375,79.4,55.0,61.0,100.0,55.0,71.43375,C+
158,158,gqkdecq@school.edu,1875895732,Koqaewu Dwodohmw,158,1875895732,Koqaewu Dwodohmw,69.625,84.4,72.0,71.0,100.0,87.0,79.69625,A
159,159,wyjyjblvlngdg@school.edu,5994000187,Qtsozfml Dbgkpjox,159,5994000187,Qtsozfml Dbgkpjox,84.125,87.6,68.0,97.0,61.0,52.0,74.09125,B
160,160,gyjchxywijyah@school.edu,9151370651,Qjpyk Btvojqoyl,160,9151370651,Qjpyk Btvojqoyl,82.5,75.0,69.0,69.0,70.0,88.0,76.925,B+
161,161,tismk@school.edu,6856512468,Semjqw Kigex,161,6856512468,Semjqw Kigex,76.5,89.8,61.0,54.0,72.0,96.0,75.355,B
162,162,rnvlgcky@school.edu,3092419504,Upmublgvp Rvnrfov,162,3092419504,Upmublgvp Rvnrfov,77.125,81.0,98.0,59.0,67.0,66.0,74.18125,B
163,163,csxrgxvnjrabw@school.edu,8701318347,Rdivhji Lpykwvjuju,163,8701318347,Rdivhji Lpykwvjuju,86.0,76.6,57.0,100.0,86.0,79.0,81.41,A
164,164,bjkykpnuunw@school.edu,5106227812,Djdubtesq Inbhftyddt,164,5106227812,Djdubtesq Inbhftyddt,78.75,84.0,94.0,98.0,100.0,73.0,86.4875,A+
165,165,upqvmwgezsicv@school.edu,2888463812,Gscrvkoc Wreltkstu,165,2888463812,Gscrvkoc Wreltkstu,77.125,87.2,52.0,70.0,63.0,100.0,75.75125,B
166,166,mwasuuvyrt@school.edu,3260339241,Huahruk Zelqs,166,3260339241,Huahruk Zelqs,87.5,77.6,67.0,50.0,99.0,86.0,79.235,A
167,167,qxrug@school.edu,4626402864,Tvsvmkkjwv Mxibd,167,4626402864,Tvsvmkkjwv Mxibd,70.25,61.2,67.0,78.0,82.0,71.0,71.9325,C+
168,168,sxprtva@school.edu,5011571412,Qkgfxhhnkw Ablnnkpuy,168,5011571412,Qkgfxhhnkw Ablnnkpuy,72.25,76.2,56.0,97.0,70.0,56.0,70.3325,C
169,169,pvrzelrki@school.edu,6930936089,Krqdg Wwsaqal,169,6930936089,Krqdg Wwsaqal,78.375,83.2,62.0,95.0,77.0,79.0,78.81375,A
170,170,fukxyuyxshyk@school.edu,8532114058,Vdnuhmamxy Boqmhbcejy,170,8532114058,Vdnuhmamxy Boqmhbcejy,75.75,78.6,89.0,52.0,59.0,82.0,73.1975,B-
171,171,vqnrrm@school.edu,5561803009,Pkwxrodisr Prfkywk,171,5561803009,Pkwxrodisr Prfkywk,73.875,84.4,61.0,50.0,64.0,62.0,65.55875,D+
172,172,pvybbz@school.edu,4722133718,Zstap Pryfhykkp,172,4722133718,Zstap Pryfhykkp,75.75,81.8,100.0,92.0,99.0,100.0,90.7675,A+
173,173,kbckjow@school.edu,3474102158,Lgleweoyu Xpyir,173,3474102158,Lgleweoyu Xpyir,75.5,80.8,63.0,78.0,95.0,72.0,76.755,B+
174,174,wwsghkatcsw@school.edu,4867280283,Lvllzyew Urbmcry,174,4867280283,Lvllzyew Urbmcry,80.625,80.6,74.0,64.0,63.0,92.0,76.76625,B+
175,175,abrxqmm@school.edu,5326966183,Extcro Fxvhwk,175,5326966183,Extcro Fxvhwk,84.5,69.8,95.0,84.0,87.0,67.0,81.405,A
176,176,ziocfjqx@school.edu,6945976599,Lqqccm Cmsppx,176,6945976599,Lqqccm Cmsppx,78.625,82.0,61.0,79.0,66.0,78.0,74.35625,B
177,177,edvnesgv@school.edu,7855205258,Mrjdx Mraioubb,177,7855205258,Mrjdx Mraioubb,78.25,80.0,58.0,64.0,94.0,74.0,74.7625,B
178,178,wudxxvypbqxx@school.edu,9003867840,Cabmpjgo Ksqtakbx,178,9003867840,Cabmpjgo Ksqtakbx,78.5,81.4,92.0,78.0,64.0,71.0,77.065,A-
179,179,ptvnbx@school.edu,4497866582,Slytffoed Ounxadiyub,179,4497866582,Slytffoed Ounxadiyub,76.375,91.2,82.0,93.0,91.0,74.0,82.91375,A
180,180,osgde@school.edu,7748248844,Bcnvdjphyl Ptsqkjt,180,7748248844,Bcnvdjphyl Ptsqkjt,84.875,68.6,100.0,83.0,85.0,85.0,85.27875,A+
181,181,nehowtxtgug@school.edu,9698728975,Jbxphi Xwyapt,181,9698728975,Jbxphi Xwyapt,78.125,66.6,90.0,62.0,56.0,79.0,73.19125,B-
182,182,woijfnok@school.edu,9671113753,Dzcptnnles Nrckjq,182,9671113753,Dzcptnnles Nrckjq,84.125,60.4,85.0,97.0,80.0,67.0,79.77125,A
183,183,evqfq@school.edu,4003480575,Xvmcj Bqaugn,183,4003480575,Xvmcj Bqaugn,84.75,82.2,76.0,84.0,98.0,89.0,85.9075,A+
184,184,edevibsyhfvcf@school.edu,9003167708,Niccp Qvcxojlrc,184,9003167708,Niccp Qvcxojlrc,67.25,80.8,84.0,51.0,61.0,91.0,72.4925,C+
185,185,bbamiwhqdfgy@school.edu,1938487310,Tomvulpqew Vrzocqeloy,185,1938487310,Tomvulpqew Vrzocqeloy,75.125,72.2,59.0,98.0,87.0,75.0,77.60125,A-
186,186,yssox@school.edu,5338658206,Zsnfgbcxhe Ahxmkngaqf,186,5338658206,Zsnfgbcxhe Ahxmkngaqf,79.125,91.4,59.0,55.0,65.0,74.0,70.57125,C
187,187,wecimc@school.edu,5666678255,Fjmsofcbh Xkfsy,187,5666678255,Fjmsofcbh Xkfsy,67.875,73.0,52.0,71.0,57.0,82.0,67.66875,D+
188,188,aassosvjyjnnz@school.edu,7739527497,Sonaaib Supbhm,188,7739527497,Sonaaib Supbhm,81.25,77.8,83.0,89.0,79.0,93.0,84.3425,A
189,189,ruuqztm@school.edu,5514415222,Awnvmjgzwd Mpinhyjhfa,189,5514415222,Awnvmjgzwd Mpinhyjhfa,85.75,85.4,57.0,57.0,73.0,81.0,74.2275,B
190,190,hjqymvxk@school.edu,2514090629,Nrhfkg Svchqsyyj,190,2514090629,Nrhfkg Svchqsyyj,83.375,78.6,96.0,85.0,73.0,94.0,85.60375,A+
191,191,ggmrvuqwijy@school.edu,2645806958,Ruuizcqb Xbwpsf,191,2645806958,Ruuizcqb Xbwpsf,82.75,86.6,55.0,75.0,62.0,94.0,76.9475,B+
192,192,jxufnn@school.edu,1039539394,Ahpxni Jrhlrbpcqg,192,1039539394,Ahpxni Jrhlrbpcqg,78.375,86.8,63.0,51.0,89.0,66.0,71.92375,C+
193,193,bzwhvwvg@school.edu,4208940015,Edxzvnrgra Ljoulpoou,193,4208940015,Edxzvnrgra Ljoulpoou,78.125,77.4,93.0,67.0,59.0,88.0,77.72125,A-
194,194,ephab@school.edu,3993421577,Qjyea Wsxwskho,194,3993421577,Qjyea Wsxwskho,77.875,81.4,81.0,62.0,83.0,51.0,71.70875,C+
195,195,axtobabnbs@school.edu,9925165176,Iqnww Pskipwmhwm,195,9925165176,Iqnww Pskipwmhwm,72.375,87.6,51.0,81.0,87.0,92.0,78.10375,A
196,196,kirqmiedvqqwg@school.edu,3376678703,Objbflexm Ozctparqim,196,3376678703,Objbflexm Ozctparqim,73.875,74.6,73.0,64.0,95.0,86.0,77.92875,A-
197,197,hizbppzvcmpb@school.edu,9072935042,Rkfdzpxxx Ryvfck,197,9072935042,Rkfdzpxxx Ryvfck,79.25,86.2,72.0,89.0,73.0,50.0,73.5325,B-
198,198,eflrlxcmsq@school.edu,5116044855,Lomqmr Kwkkrgowpd,198,5116044855,Lomqmr Kwkkrgowpd,85.125,87.2,56.0,84.0,67.0,73.0,75.65125,B
199,199,dlnxljqdymrzp@school.edu,1570615496,Zvoyrdsssq Xieieqow,199,1570615496,Zvoyrdsssq Xieieqow,85.625,79.2,61.0,97.0,59.0,61.0,74.07625,B
